C0 (4060 genes)	C1 (1821 genes)	C2 (1008 genes)	C3 (1919 genes)	C4 (4920 genes)	C5 (2858 genes)	C6 (1913 genes)	C7 (256 genes)
Pele_NODE_208607_length_472_cov_182.120301_g139298_i0				Pele_NODE_216901_length_448_cov_9.173333_g147569_i0	Pele_NODE_92154_length_1355_cov_336.556942_g42599_i0		
Pele_NODE_208609_length_472_cov_134.100251_g139300_i0				Pele_NODE_21696_length_3435_cov_57.564247_g9785_i0	Pele_NODE_92206_length_1354_cov_387.504294_g5134_i16		
Pele_NODE_208653_length_472_cov_6.368421_g139344_i0				Pele_NODE_217315_length_447_cov_5.382353_g147983_i0	Pele_NODE_92558_length_1349_cov_577.172414_g42832_i0		
Pele_NODE_208663_length_472_cov_5.170426_g139354_i0				Pele_NODE_21755_length_3431_cov_135.605718_g9805_i0	Pele_NODE_92625_length_1348_cov_387.993725_g36887_i1		
Pele_NODE_208707_length_472_cov_3.473684_g139398_i0				Pele_NODE_217702_length_446_cov_3.707775_g148369_i0	Pele_NODE_92685_length_1347_cov_380.014129_g14307_i9		
Pele_NODE_20875_length_3491_cov_234.777940_g1924_i23				Pele_NODE_21794_length_3428_cov_883.237258_g9623_i2	Pele_NODE_9270_length_4726_cov_273.937675_g3520_i1		
Pele_NODE_209268_length_470_cov_11.055416_g139958_i0				Pele_NODE_218026_length_445_cov_3.637097_g148693_i0	Pele_NODE_92772_length_1346_cov_200.732129_g42960_i0		
Pele_NODE_209273_length_470_cov_8.518892_g139963_i0				Pele_NODE_218044_length_445_cov_3.231183_g148711_i0	Pele_NODE_92900_length_1344_cov_477.150275_g43035_i0		
Pele_NODE_209547_length_469_cov_136.277778_g140237_i0				Pele_NODE_21822_length_3426_cov_417.731882_g9445_i1	Pele_NODE_93097_length_1341_cov_1395.147476_g278_i532		
Pele_NODE_209549_length_469_cov_119.383838_g140239_i0				Pele_NODE_21841_length_3425_cov_630.107697_g9578_i1	Pele_NODE_9313_length_4718_cov_215.106781_g278_i98		
Pele_NODE_209588_length_469_cov_10.065657_g140278_i0				Pele_NODE_218424_length_444_cov_3.237197_g149088_i0	Pele_NODE_93220_length_1339_cov_2220.138231_g43213_i0		
Pele_NODE_209618_length_469_cov_3.954545_g140308_i0				Pele_NODE_21860_length_3424_cov_456.720680_g9857_i0	Pele_NODE_93309_length_1338_cov_111.411858_g43253_i0		
Pele_NODE_21000_length_3484_cov_12.073879_g9494_i0				Pele_NODE_21881_length_3423_cov_1058.530448_g1217_i14	Pele_NODE_93435_length_1336_cov_237.048298_g43309_i0		
Pele_NODE_210494_length_466_cov_45.659033_g141179_i0				Pele_NODE_21908_length_3422_cov_489.726784_g9457_i2	Pele_NODE_9349_length_4712_cov_427.575555_g1399_i10		
Pele_NODE_210870_length_465_cov_132.852041_g141553_i0				Pele_NODE_21927_length_3421_cov_259.882915_g9885_i0	Pele_NODE_93555_length_1334_cov_3176.075337_g10770_i3		
Pele_NODE_210917_length_465_cov_7.543367_g141600_i0				Pele_NODE_219484_length_441_cov_7.788043_g150148_i0	Pele_NODE_93642_length_1333_cov_750.073810_g43426_i0		
Pele_NODE_211187_length_464_cov_845.657289_g141870_i0				Pele_NODE_21951_length_3419_cov_9533.520622_g9433_i2	Pele_NODE_93791_length_1331_cov_33131.424483_g13836_i3		
Pele_NODE_211330_length_464_cov_3.132992_g142012_i0				Pele_NODE_219578_length_441_cov_2.972826_g150242_i0	Pele_NODE_93814_length_1331_cov_106.812401_g43521_i0		
Pele_NODE_211585_length_463_cov_10.074359_g142266_i0				Pele_NODE_219701_length_441_cov_1.733696_g150365_i0	Pele_NODE_93843_length_1331_cov_34.283784_g43531_i0		
Pele_NODE_211937_length_462_cov_12.102828_g142616_i0				Pele_NODE_21974_length_3418_cov_9.766218_g9904_i0	Pele_NODE_94015_length_1328_cov_1877.056574_g40987_i3		
Pele_NODE_212024_length_462_cov_2.966581_g142703_i0				Pele_NODE_21980_length_3417_cov_771.204844_g9247_i1	Pele_NODE_94105_length_1327_cov_182.595694_g927_i37		
Pele_NODE_212270_length_461_cov_140.028351_g142949_i0				Pele_NODE_21990_length_3417_cov_90.652512_g9913_i0	Pele_NODE_94161_length_1326_cov_23926.155626_g4459_i2		
Pele_NODE_212605_length_460_cov_265.354005_g143283_i0				Pele_NODE_22069_length_3411_cov_11920.938886_g9005_i1	Pele_NODE_94314_length_1324_cov_409.633094_g43792_i0		
Pele_NODE_212948_length_459_cov_1387.152850_g143626_i0				Pele_NODE_22071_length_3411_cov_894.266327_g9948_i0	Pele_NODE_94318_length_1324_cov_303.401279_g43793_i0		
Pele_NODE_212984_length_459_cov_24.116580_g143662_i0				Pele_NODE_220772_length_438_cov_2.586301_g151434_i0	Pele_NODE_94324_length_1324_cov_191.125500_g42960_i1		
Pele_NODE_212986_length_459_cov_23.585492_g143664_i0				Pele_NODE_22094_length_3410_cov_100.476476_g5297_i4	Pele_NODE_94505_length_1321_cov_4204.548077_g1501_i13		
Pele_NODE_213058_length_459_cov_3.629534_g143736_i0				Pele_NODE_221053_length_437_cov_8.554945_g151712_i0	Pele_NODE_94513_length_1321_cov_1087.858974_g43915_i0		
Pele_NODE_213326_length_458_cov_396.948052_g144004_i0				Pele_NODE_22127_length_3408_cov_183.904948_g9965_i0	Pele_NODE_94592_length_1320_cov_187.615878_g12228_i9		
Pele_NODE_213329_length_458_cov_295.207792_g144007_i0				Pele_NODE_22139_length_3407_cov_355.268446_g9006_i1	Pele_NODE_94992_length_1314_cov_296.704271_g44166_i0		
Pele_NODE_213348_length_458_cov_61.044156_g144026_i0				Pele_NODE_221443_length_436_cov_16.027548_g152101_i0	Pele_NODE_95156_length_1312_cov_95.975787_g44258_i0		
Pele_NODE_213350_length_458_cov_48.883117_g144028_i0				Pele_NODE_22155_length_3406_cov_105.434443_g7033_i1	Pele_NODE_95207_length_1311_cov_3139.112278_g44293_i0		
Pele_NODE_21353_length_3459_cov_74.979917_g9645_i0				Pele_NODE_22167_length_3405_cov_1577.193277_g9417_i2	Pele_NODE_95445_length_1308_cov_5320.149798_g8072_i6		
Pele_NODE_213655_length_457_cov_8133.567708_g96367_i3				Pele_NODE_22211_length_3402_cov_623.580955_g10004_i0	Pele_NODE_95463_length_1308_cov_477.435628_g35467_i3		
Pele_NODE_213690_length_457_cov_66.648438_g144366_i0				Pele_NODE_22214_length_3402_cov_297.002704_g10005_i0	Pele_NODE_95530_length_1307_cov_9457.625608_g19112_i1		
Pele_NODE_214060_length_456_cov_12.736292_g144734_i0				Pele_NODE_22260_length_3399_cov_856.407998_g10030_i0	Pele_NODE_95976_length_1301_cov_223.408795_g38559_i1		
Pele_NODE_214413_length_455_cov_17.821990_g145087_i0				Pele_NODE_22358_length_3393_cov_123.107229_g3607_i2	Pele_NODE_96044_length_1300_cov_1480.297474_g278_i538		
Pele_NODE_214416_length_455_cov_15.832461_g145090_i0				Pele_NODE_22362_length_3393_cov_48.555120_g10070_i0	Pele_NODE_96190_length_1298_cov_682.593469_g44849_i0		
Pele_NODE_214427_length_455_cov_11.212042_g145101_i0				Pele_NODE_2239_length_7052_cov_180.495773_g1202_i0	Pele_NODE_96195_length_1298_cov_424.061224_g277_i3		
Pele_NODE_214557_length_455_cov_2.371728_g145231_i0				Pele_NODE_22413_length_3389_cov_616.762364_g5058_i1	Pele_NODE_96261_length_1297_cov_3118.815359_g44893_i0		
Pele_NODE_21455_length_3451_cov_302.431912_g9685_i0				Pele_NODE_22438_length_3387_cov_1567.898612_g8963_i1	Pele_NODE_96271_length_1297_cov_533.951797_g22656_i5		
Pele_NODE_21457_length_3451_cov_114.861753_g9687_i0				Pele_NODE_22440_length_3387_cov_493.893784_g3016_i8	Pele_NODE_9633_length_4666_cov_156.906379_g4549_i0		
Pele_NODE_214717_length_454_cov_284.173228_g145391_i0				Pele_NODE_22467_length_3386_cov_206.085421_g8833_i1	Pele_NODE_96343_length_1296_cov_311.713818_g24494_i3		
Pele_NODE_21489_length_3449_cov_113.162026_g9705_i0				Pele_NODE_22470_length_3386_cov_158.513130_g9427_i1	Pele_NODE_9634_length_4666_cov_112.224254_g4483_i1		
Pele_NODE_21502_length_3448_cov_146.948148_g322_i3				Pele_NODE_22511_length_3383_cov_83.368882_g10139_i0	Pele_NODE_96410_length_1295_cov_333.378887_g44978_i0		
Pele_NODE_21537_length_3445_cov_4806.560795_g9729_i0				Pele_NODE_22523_length_3382_cov_534.399819_g10145_i0	Pele_NODE_96414_length_1295_cov_253.973813_g44979_i0		
Pele_NODE_215458_length_452_cov_7.638522_g146130_i0				Pele_NODE_22525_length_3382_cov_248.063161_g10146_i0	Pele_NODE_96479_length_1294_cov_654.466011_g45022_i0		
Pele_NODE_21551_length_3444_cov_1638.434886_g3094_i4				Pele_NODE_225641_length_426_cov_1.643059_g156297_i0	Pele_NODE_96748_length_1290_cov_1624.328677_g34315_i1		
Pele_NODE_216135_length_450_cov_49.456233_g146806_i0				Pele_NODE_22567_length_3379_cov_559.134301_g10024_i2	Pele_NODE_9676_length_4657_cov_58.068935_g4573_i0		
Pele_NODE_216475_length_449_cov_535.369681_g147146_i0				Pele_NODE_2256_length_7041_cov_152.932549_g1208_i0	Pele_NODE_96820_length_1289_cov_6613.417763_g45188_i0		
Pele_NODE_21673_length_3436_cov_309.961939_g9775_i0				Pele_NODE_225728_length_425_cov_13370.485795_g156384_i0	Pele_NODE_97316_length_1282_cov_780.631100_g45471_i0		
Pele_NODE_21683_length_3436_cov_32.526316_g9154_i1				Pele_NODE_22607_length_3376_cov_1412.234332_g10174_i0	Pele_NODE_97341_length_1282_cov_75.911497_g10913_i9		
Pele_NODE_217590_length_446_cov_609.152815_g148258_i0				Pele_NODE_226150_length_424_cov_12567.868946_g156806_i0	Pele_NODE_97542_length_1279_cov_200.295191_g34352_i2		
Pele_NODE_217637_length_446_cov_13.592493_g148304_i0				Pele_NODE_22628_length_3375_cov_344.574197_g963_i2	Pele_NODE_97598_length_1278_cov_971.500415_g40558_i2		
Pele_NODE_21763_length_3430_cov_35001.313375_g9810_i0				Pele_NODE_22650_length_3373_cov_1293.817879_g10188_i0	Pele_NODE_9759_length_4644_cov_126.777292_g4610_i0		
Pele_NODE_21767_length_3430_cov_324.647900_g6974_i2				Pele_NODE_226643_length_423_cov_13.585714_g157299_i0	Pele_NODE_97603_length_1278_cov_765.834855_g33761_i2		
Pele_NODE_218122_length_445_cov_2.258065_g148789_i0				Pele_NODE_22671_length_3372_cov_2615.040921_g10196_i0	Pele_NODE_97675_length_1277_cov_3123.014120_g29588_i1		
Pele_NODE_218323_length_444_cov_9.005391_g148987_i0				Pele_NODE_22674_length_3372_cov_493.369203_g4979_i3	Pele_NODE_97683_length_1277_cov_639.005814_g34016_i2		
Pele_NODE_218372_length_444_cov_4.681941_g149036_i0				Pele_NODE_22687_length_3371_cov_5492.893269_g1993_i3	Pele_NODE_97688_length_1277_cov_398.135382_g11853_i7		
Pele_NODE_218654_length_443_cov_451.767568_g149318_i0				Pele_NODE_22693_length_3371_cov_152.230443_g7055_i2	Pele_NODE_97832_length_1275_cov_161.227953_g20985_i2		
Pele_NODE_21876_length_3423_cov_3882.179104_g9729_i1				Pele_NODE_22705_length_3370_cov_385.758872_g3188_i15	Pele_NODE_97948_length_1273_cov_5256.074167_g45849_i0		
Pele_NODE_219096_length_442_cov_6.468835_g149760_i0				Pele_NODE_227132_length_422_cov_3.638968_g157787_i0	Pele_NODE_97950_length_1273_cov_3707.755833_g45851_i0		
Pele_NODE_219445_length_441_cov_71.538043_g150109_i0				Pele_NODE_227247_length_422_cov_2.197708_g157902_i0	Pele_NODE_9808_length_4637_cov_105.666959_g4628_i0		
Pele_NODE_21945_length_3420_cov_57.728414_g9893_i0				Pele_NODE_22726_length_3369_cov_284.851638_g10223_i0	Pele_NODE_98127_length_1271_cov_577.039232_g45958_i0		
Pele_NODE_219526_length_441_cov_4.144022_g150190_i0				Pele_NODE_22729_length_3369_cov_152.644114_g10225_i0	Pele_NODE_98218_length_1270_cov_106.078530_g46011_i0		
Pele_NODE_219567_length_441_cov_3.144022_g150231_i0				Pele_NODE_227434_length_421_cov_80.109195_g158089_i0	Pele_NODE_98219_length_1270_cov_76.555556_g24531_i7		
Pele_NODE_219800_length_440_cov_905.141689_g150464_i0				Pele_NODE_22743_length_3368_cov_489.718665_g2936_i2	Pele_NODE_98339_length_1268_cov_6963.650209_g45188_i1		
Pele_NODE_219812_length_440_cov_140.621253_g150476_i0				Pele_NODE_227513_length_421_cov_4.192529_g158168_i0	Pele_NODE_98576_length_1265_cov_250.594799_g5080_i6		
Pele_NODE_219863_length_440_cov_8.062670_g150527_i0				Pele_NODE_227558_length_421_cov_3.215517_g158213_i0	Pele_NODE_98655_length_1264_cov_514.072208_g46261_i0		
Pele_NODE_21988_length_3417_cov_118.407596_g9911_i0				Pele_NODE_227576_length_421_cov_3.025862_g158231_i0	Pele_NODE_98717_length_1263_cov_17186.446218_g28482_i1		
Pele_NODE_220193_length_439_cov_985.357923_g150857_i0				Pele_NODE_227616_length_421_cov_2.597701_g158271_i0	Pele_NODE_98746_length_1263_cov_275.083193_g46308_i0		
Pele_NODE_220218_length_439_cov_49.822404_g150881_i0				Pele_NODE_22763_length_3367_cov_174.197632_g10239_i0	Pele_NODE_98756_length_1263_cov_93.992437_g46312_i0		
Pele_NODE_220221_length_439_cov_41.702186_g150884_i0				Pele_NODE_22785_length_3366_cov_136.475858_g7999_i1	Pele_NODE_98978_length_1260_cov_907.902275_g22945_i5		
Pele_NODE_220351_length_439_cov_2.756831_g151013_i0				Pele_NODE_227935_length_420_cov_6.250720_g158590_i0	Pele_NODE_98979_length_1260_cov_751.108677_g46463_i0		
Pele_NODE_2206_length_7075_cov_254.529991_g1185_i0				Pele_NODE_228050_length_420_cov_2.757925_g158705_i0	Pele_NODE_98992_length_1260_cov_314.405223_g27471_i2		
Pele_NODE_220999_length_437_cov_77.826923_g151661_i0				Pele_NODE_2280_length_7026_cov_269.645045_g1222_i0	Pele_NODE_99039_length_1259_cov_5224.543002_g451_i40		
Pele_NODE_221012_length_437_cov_34.214286_g151672_i0				Pele_NODE_22815_length_3364_cov_98.790033_g10260_i0	Pele_NODE_99288_length_1256_cov_65.219780_g10920_i8		
Pele_NODE_221041_length_437_cov_10.019231_g151700_i0				Pele_NODE_228372_length_419_cov_11.182081_g159027_i0	Pele_NODE_99294_length_1256_cov_49.058326_g25889_i2		
Pele_NODE_221437_length_436_cov_22.468320_g152095_i0				Pele_NODE_22840_length_3363_cov_7.145897_g10276_i0	Pele_NODE_99348_length_1255_cov_214.550761_g46685_i0		
Pele_NODE_221455_length_436_cov_10.071625_g152113_i0				Pele_NODE_22858_length_3361_cov_1130.297141_g10285_i0	Pele_NODE_99487_length_1253_cov_938.560169_g46765_i0		
Pele_NODE_22219_length_3402_cov_131.364374_g10009_i0				Pele_NODE_229035_length_418_cov_2.118841_g159690_i0	Pele_NODE_99557_length_1252_cov_6671.732824_g46816_i0		
Pele_NODE_222568_length_433_cov_699.200000_g153226_i0				Pele_NODE_22903_length_3358_cov_176.210654_g1768_i1	Pele_NODE_99635_length_1251_cov_858.387946_g46863_i0		
Pele_NODE_222576_length_433_cov_192.808333_g153234_i0				Pele_NODE_229369_length_417_cov_2.790698_g160023_i0	Pele_NODE_99711_length_1250_cov_435.222600_g29853_i1		
Pele_NODE_223014_length_432_cov_15.710306_g153671_i0				Pele_NODE_2293_length_7017_cov_221.447437_g1228_i0	Pele_NODE_9973_length_4611_cov_447.857206_g3286_i3		
Pele_NODE_22330_length_3394_cov_33570.829871_g6979_i2				Pele_NODE_22966_length_3353_cov_3523.408841_g2538_i1	Pele_NODE_99768_length_1249_cov_4985.960034_g46942_i0		
Pele_NODE_223375_length_431_cov_37.287709_g154032_i0				Pele_NODE_22975_length_3353_cov_227.021646_g9672_i1	Pele_NODE_99928_length_1247_cov_276.408007_g40006_i1		
Pele_NODE_223377_length_431_cov_35.117318_g154034_i0				Pele_NODE_229811_length_416_cov_2.597668_g160465_i0	Pele_NODE_99988_length_1246_cov_552.358909_g47074_i0		
Pele_NODE_223385_length_431_cov_20.748603_g154042_i0				Pele_NODE_22991_length_3352_cov_280.609027_g10327_i0			
Pele_NODE_223386_length_431_cov_20.243017_g154043_i0				Pele_NODE_23004_length_3351_cov_401.393533_g64_i369			
Pele_NODE_22376_length_3392_cov_39.570955_g10078_i0				Pele_NODE_23053_length_3348_cov_714.796031_g231_i33			
Pele_NODE_223793_length_430_cov_34.593838_g154450_i0				Pele_NODE_230553_length_414_cov_13.648094_g161207_i0			
Pele_NODE_22392_length_3391_cov_42.354430_g10084_i0				Pele_NODE_230610_length_414_cov_4.087977_g161264_i0			
Pele_NODE_224982_length_427_cov_18.918079_g155639_i0				Pele_NODE_23070_length_3347_cov_265.906842_g10359_i0			
Pele_NODE_225351_length_426_cov_532.617564_g156008_i0				Pele_NODE_23119_length_3344_cov_188.739835_g10376_i0			
Pele_NODE_22563_length_3380_cov_27.652858_g10158_i0				Pele_NODE_23126_length_3344_cov_73.734332_g10379_i0			
Pele_NODE_225791_length_425_cov_8.607955_g156447_i0				Pele_NODE_23136_length_3343_cov_390.231804_g10382_i0			
Pele_NODE_22641_length_3374_cov_207.726144_g10184_i0				Pele_NODE_23179_length_3341_cov_629.232864_g10402_i0			
Pele_NODE_226619_length_423_cov_48.791429_g157275_i0				Pele_NODE_23191_length_3340_cov_1111.498316_g8380_i4			
Pele_NODE_226626_length_423_cov_36.485714_g157282_i0				Pele_NODE_231965_length_411_cov_3.165680_g162614_i0			
Pele_NODE_226994_length_422_cov_228078.446991_g157650_i0				Pele_NODE_232127_length_411_cov_1.973373_g162776_i0			
Pele_NODE_227027_length_422_cov_51.521490_g157683_i0				Pele_NODE_23224_length_3338_cov_861.601225_g64_i374			
Pele_NODE_227413_length_421_cov_563.218391_g158068_i0				Pele_NODE_23225_length_3338_cov_623.913323_g10427_i0			
Pele_NODE_227445_length_421_cov_49.206897_g158100_i0				Pele_NODE_232316_length_410_cov_488.780415_g162965_i0			
Pele_NODE_227460_length_421_cov_15.623563_g158115_i0				Pele_NODE_232400_length_410_cov_4.818991_g163049_i0			
Pele_NODE_22767_length_3367_cov_35.332119_g10240_i0				Pele_NODE_23240_length_3337_cov_122.803002_g10436_i0			
Pele_NODE_228315_length_419_cov_2592.216763_g158970_i0				Pele_NODE_232848_length_409_cov_5.982143_g163497_i0			
Pele_NODE_228361_length_419_cov_17.644509_g159016_i0				Pele_NODE_23289_length_3334_cov_52.637534_g10460_i0			
Pele_NODE_229224_length_417_cov_299.188953_g159879_i0				Pele_NODE_23319_length_3332_cov_193.408714_g10471_i0			
Pele_NODE_22940_length_3355_cov_852.149909_g164_i117				Pele_NODE_233335_length_408_cov_4.098507_g163984_i0			
Pele_NODE_229651_length_416_cov_54.300292_g160305_i0				Pele_NODE_23340_length_3330_cov_798.662880_g10484_i0			
Pele_NODE_22993_length_3352_cov_172.387618_g64_i368				Pele_NODE_23344_length_3330_cov_267.058336_g10485_i0			
Pele_NODE_230946_length_413_cov_65.558824_g161599_i0				Pele_NODE_233717_length_407_cov_21.200599_g164366_i0			
Pele_NODE_23111_length_3345_cov_141.339242_g10374_i0				Pele_NODE_233848_length_407_cov_3.131737_g164497_i0			
Pele_NODE_23118_length_3344_cov_260.407215_g9821_i1				Pele_NODE_23404_length_3326_cov_405.813096_g1434_i7			
Pele_NODE_23142_length_3343_cov_142.006422_g10384_i0				Pele_NODE_234260_length_406_cov_4.882883_g164909_i0			
Pele_NODE_23150_length_3343_cov_50.633028_g10390_i0				Pele_NODE_23429_length_3325_cov_189.886531_g10516_i0			
Pele_NODE_231801_length_411_cov_213.500000_g162452_i0				Pele_NODE_23451_length_3324_cov_159.866810_g10523_i0			
Pele_NODE_232311_length_410_cov_3541.329377_g162960_i0				Pele_NODE_23484_length_3322_cov_851.666667_g4684_i3			
Pele_NODE_232811_length_409_cov_19.360119_g163460_i0				Pele_NODE_23497_length_3321_cov_737.035406_g10539_i0			
Pele_NODE_232817_length_409_cov_14.476190_g163466_i0				Pele_NODE_235509_length_404_cov_1.607251_g166158_i0			
Pele_NODE_23323_length_3332_cov_23.357472_g10474_i0				Pele_NODE_23554_length_3317_cov_1626.513872_g10561_i0			
Pele_NODE_233389_length_408_cov_3.167164_g164038_i0				Pele_NODE_235843_length_403_cov_2.545455_g166492_i0			
Pele_NODE_233392_length_408_cov_3.149254_g164041_i0				Pele_NODE_2359_length_6961_cov_266.590592_g1255_i0			
Pele_NODE_233693_length_407_cov_129.751497_g164342_i0				Pele_NODE_23602_length_3314_cov_134.894786_g6287_i3			
Pele_NODE_233696_length_407_cov_92.437126_g164345_i0				Pele_NODE_2360_length_6959_cov_115.254720_g1256_i0			
Pele_NODE_233700_length_407_cov_83.520958_g164349_i0				Pele_NODE_23631_length_3312_cov_767.126891_g32_i83			
Pele_NODE_233886_length_407_cov_2.709581_g164535_i0				Pele_NODE_23645_length_3311_cov_815.816553_g10597_i0			
Pele_NODE_2343_length_6975_cov_601.882208_g518_i5				Pele_NODE_23652_length_3311_cov_113.683447_g10600_i0			
Pele_NODE_23452_length_3324_cov_140.062442_g10524_i0				Pele_NODE_236630_length_401_cov_28.134146_g167279_i0			
Pele_NODE_234680_length_405_cov_270.858434_g165329_i0				Pele_NODE_23745_length_3305_cov_78.322092_g10639_i0			
Pele_NODE_234754_length_405_cov_4.536145_g165403_i0				Pele_NODE_23756_length_3304_cov_1663.590529_g10644_i0			
Pele_NODE_235156_length_404_cov_33.114804_g165805_i0				Pele_NODE_237652_length_399_cov_13.653374_g168301_i0			
Pele_NODE_23517_length_3320_cov_7.671389_g10545_i0				Pele_NODE_237683_length_399_cov_6.193252_g168332_i0			
Pele_NODE_235279_length_404_cov_3.229607_g165928_i0				Pele_NODE_23769_length_3303_cov_28256.497523_g64_i379			
Pele_NODE_23538_length_3319_cov_9.888478_g10556_i0				Pele_NODE_23771_length_3303_cov_425.421981_g1388_i2			
Pele_NODE_235653_length_403_cov_96.803030_g166302_i0				Pele_NODE_23821_length_3300_cov_779.476914_g10003_i1			
Pele_NODE_23568_length_3316_cov_4016.751773_g10565_i0				Pele_NODE_23832_length_3299_cov_752.707998_g8840_i1			
Pele_NODE_23607_length_3314_cov_68.868251_g10579_i0				Pele_NODE_23837_length_3299_cov_309.941723_g8375_i3			
Pele_NODE_236658_length_401_cov_7.798780_g167307_i0				Pele_NODE_23865_length_3297_cov_557.064826_g10690_i0			
Pele_NODE_236688_length_401_cov_4.655488_g167337_i0				Pele_NODE_23873_length_3297_cov_209.325062_g10691_i0			
Pele_NODE_237134_length_400_cov_43.492355_g167783_i0				Pele_NODE_23885_length_3296_cov_876.265591_g6337_i3			
Pele_NODE_237142_length_400_cov_13.743119_g167791_i0				Pele_NODE_23890_length_3296_cov_256.284207_g10701_i0			
Pele_NODE_237144_length_400_cov_11.614679_g167793_i0				Pele_NODE_23901_length_3295_cov_1345.758225_g10706_i0			
Pele_NODE_237212_length_400_cov_4.091743_g167861_i0				Pele_NODE_23938_length_3293_cov_12273.432609_g7010_i2			
Pele_NODE_237232_length_400_cov_3.611621_g167881_i0				Pele_NODE_23959_length_3292_cov_151.066791_g10728_i0			
Pele_NODE_237612_length_399_cov_276.466258_g168261_i0				Pele_NODE_239663_length_395_cov_3.074534_g170312_i0			
Pele_NODE_23761_length_3304_cov_97.326834_g10344_i1				Pele_NODE_23975_length_3291_cov_508.084214_g10738_i0			
